ENSMUST00000234132.2	ENSMUSG00000117547.2
ENSMUST00000235732.2	ENSMUSG00000014503.16
ENSMUST00000014647.9	ENSMUSG00000014503.16
ENSMUST00000166156.9	ENSMUSG00000014503.16
ENSMUST00000012426.3	ENSMUSG00000012282.3
ENSMUST00000167161.9	ENSMUSG00000003779.17
ENSMUST00000237407.2	ENSMUSG00000003779.17
ENSMUST00000237481.2	ENSMUSG00000003779.17
ENSMUST00000166044.3	ENSMUSG00000003779.17
ENSMUST00000235174.2	ENSMUSG00000003779.17
ENSMUST00000236114.2	ENSMUSG00000003779.17
ENSMUST00000082923.3	ENSMUSG00000064857.3
ENSMUST00000105038.3	ENSMUSG00000078240.3
ENSMUST00000181453.3	ENSMUSG00000097755.3
ENSMUST00000181641.2	ENSMUSG00000097755.3
ENSMUST00000236940.2	ENSMUSG00000097755.3
ENSMUST00000049281.12	ENSMUSG00000034300.18
ENSMUST00000240099.1	ENSMUSG00000119248.1
ENSMUST00000097622.4	ENSMUSG00000034300.18
ENSMUST00000235929.2	ENSMUSG00000034300.18
ENSMUST00000043775.9	ENSMUSG00000038773.12
ENSMUST00000225195.2	ENSMUSG00000038773.12
ENSMUST00000224715.2	ENSMUSG00000038773.12
ENSMUST00000225047.2	ENSMUSG00000038773.12
ENSMUST00000225260.2	ENSMUSG00000038773.12
ENSMUST00000224065.2	ENSMUSG00000038773.12
ENSMUST00000223567.2	ENSMUSG00000038773.12
ENSMUST00000043484.8	ENSMUSG00000038555.8
ENSMUST00000064795.6	ENSMUSG00000038418.8
ENSMUST00000165033.2	ENSMUSG00000038418.8
ENSMUST00000237091.2	ENSMUSG00000118380.2
ENSMUST00000236489.2	ENSMUSG00000118380.2
ENSMUST00000238090.2	ENSMUSG00000118380.2
ENSMUST00000239671.1	ENSMUSG00000118874.1
ENSMUST00000042345.8	ENSMUSG00000037815.8
ENSMUST00000236571.2	ENSMUSG00000037815.8
ENSMUST00000236969.2	ENSMUSG00000037815.8
ENSMUST00000236037.2	ENSMUSG00000037815.8
ENSMUST00000237154.2	ENSMUSG00000037815.8
ENSMUST00000237855.2	ENSMUSG00000037815.8
ENSMUST00000235449.2	ENSMUSG00000037815.8
ENSMUST00000235269.2	ENSMUSG00000037815.8
ENSMUST00000238145.2	ENSMUSG00000037815.8
ENSMUST00000236483.2	ENSMUSG00000037815.8
ENSMUST00000237475.2	ENSMUSG00000037815.8
ENSMUST00000236119.2	ENSMUSG00000117876.2
ENSMUST00000240404.1	ENSMUSG00000119202.1
ENSMUST00000237123.2	ENSMUSG00000117731.2
ENSMUST00000235658.2	ENSMUSG00000118184.2
ENSMUST00000238050.2	ENSMUSG00000118386.2
ENSMUST00000081864.5	ENSMUSG00000062742.5
ENSMUST00000235679.2	ENSMUSG00000117869.2
ENSMUST00000235176.2	ENSMUSG00000117694.2
ENSMUST00000235750.2	ENSMUSG00000117869.2
ENSMUST00000235801.2	ENSMUSG00000117694.2
ENSMUST00000235956.2	ENSMUSG00000117869.2
ENSMUST00000237592.2	ENSMUSG00000117694.2
ENSMUST00000237021.2	ENSMUSG00000117869.2
ENSMUST00000235585.2	ENSMUSG00000117694.2
ENSMUST00000237907.2	ENSMUSG00000117694.2
ENSMUST00000237230.2	ENSMUSG00000117694.2
ENSMUST00000235277.2	ENSMUSG00000117869.2
ENSMUST00000237589.2	ENSMUSG00000117694.2
ENSMUST00000236097.2	ENSMUSG00000117694.2
ENSMUST00000199259.3	ENSMUSG00000105743.3
ENSMUST00000235976.2	ENSMUSG00000117869.2
ENSMUST00000083715.3	ENSMUSG00000065649.3
ENSMUST00000235769.2	ENSMUSG00000037236.17
ENSMUST00000236860.2	ENSMUSG00000037236.17
ENSMUST00000166793.10	ENSMUSG00000037236.17
ENSMUST00000237780.2	ENSMUSG00000037236.17
ENSMUST00000236507.2	ENSMUSG00000037236.17
ENSMUST00000235960.2	ENSMUSG00000037236.17
ENSMUST00000236327.2	ENSMUSG00000037236.17
ENSMUST00000237018.2	ENSMUSG00000037236.17
ENSMUST00000237061.2	ENSMUSG00000037236.17
ENSMUST00000237365.2	ENSMUSG00000037236.17
ENSMUST00000235199.2	ENSMUSG00000037236.17
ENSMUST00000237744.2	ENSMUSG00000037236.17
ENSMUST00000236276.2	ENSMUSG00000037236.17
ENSMUST00000235851.2	ENSMUSG00000037236.17
ENSMUST00000235581.2	ENSMUSG00000037236.17
ENSMUST00000237002.2	ENSMUSG00000037236.17
ENSMUST00000193225.2	ENSMUSG00000102496.2
ENSMUST00000237622.2	ENSMUSG00000037236.17
ENSMUST00000235551.2	ENSMUSG00000037236.17
ENSMUST00000041314.17	ENSMUSG00000037058.17
ENSMUST00000236666.2	ENSMUSG00000037058.17
ENSMUST00000236020.2	ENSMUSG00000037058.17
ENSMUST00000235400.2	ENSMUSG00000037058.17
ENSMUST00000236868.2	ENSMUSG00000037058.17
ENSMUST00000235210.2	ENSMUSG00000037058.17
ENSMUST00000235476.2	ENSMUSG00000037058.17
ENSMUST00000236414.2	ENSMUSG00000037058.17
ENSMUST00000235211.2	ENSMUSG00000037058.17
ENSMUST00000238138.2	ENSMUSG00000037058.17
ENSMUST00000237730.2	ENSMUSG00000037058.17
ENSMUST00000143778.2	ENSMUSG00000073598.4
ENSMUST00000097617.3	ENSMUSG00000073598.4
ENSMUST00000165299.3	ENSMUSG00000091842.3
ENSMUST00000170693.9	ENSMUSG00000091896.9
ENSMUST00000235351.2	ENSMUSG00000091896.9
ENSMUST00000237984.2	ENSMUSG00000091896.9
ENSMUST00000167406.2	ENSMUSG00000091896.9
ENSMUST00000235516.2	ENSMUSG00000091896.9
ENSMUST00000236235.2	ENSMUSG00000091896.9
ENSMUST00000236484.2	ENSMUSG00000091896.9
ENSMUST00000235919.2	ENSMUSG00000117841.2
ENSMUST00000236550.2	ENSMUSG00000091896.9
ENSMUST00000235170.2	ENSMUSG00000091896.9
ENSMUST00000237482.2	ENSMUSG00000091896.9
ENSMUST00000235161.2	ENSMUSG00000046668.10
ENSMUST00000060722.8	ENSMUSG00000046668.10
ENSMUST00000237291.2	ENSMUSG00000046668.10
ENSMUST00000235169.2	ENSMUSG00000046668.10
ENSMUST00000235337.2	ENSMUSG00000046668.10
ENSMUST00000235404.2	ENSMUSG00000046668.10
ENSMUST00000236587.2	ENSMUSG00000117840.2
ENSMUST00000235808.2	ENSMUSG00000118080.2
ENSMUST00000237014.2	ENSMUSG00000118347.2
ENSMUST00000235914.2	ENSMUSG00000118122.2
ENSMUST00000115716.9	ENSMUSG00000024347.17
ENSMUST00000176873.8	ENSMUSG00000024347.17
ENSMUST00000177432.8	ENSMUSG00000024347.17
ENSMUST00000176472.8	ENSMUSG00000024347.17
ENSMUST00000175734.2	ENSMUSG00000024347.17
ENSMUST00000175720.2	ENSMUSG00000024347.17
ENSMUST00000235617.2	ENSMUSG00000117852.2
ENSMUST00000237992.2	ENSMUSG00000117852.2
ENSMUST00000235667.2	ENSMUSG00000117852.2
ENSMUST00000051301.6	ENSMUSG00000043991.6
ENSMUST00000210490.3	ENSMUSG00000110185.3
ENSMUST00000139727.3	ENSMUSG00000046727.14
ENSMUST00000237375.2	ENSMUSG00000046727.14
ENSMUST00000235403.2	ENSMUSG00000046727.14
ENSMUST00000236593.2	ENSMUSG00000046727.14
ENSMUST00000237329.2	ENSMUSG00000046727.14
ENSMUST00000236374.2	ENSMUSG00000046727.14
ENSMUST00000236024.2	ENSMUSG00000046727.14
ENSMUST00000235864.2	ENSMUSG00000046727.14
ENSMUST00000050584.10	ENSMUSG00000046727.14
ENSMUST00000145439.2	ENSMUSG00000046727.14
ENSMUST00000235576.2	ENSMUSG00000046727.14
ENSMUST00000152804.9	ENSMUSG00000046727.14
ENSMUST00000144158.2	ENSMUSG00000046727.14
ENSMUST00000235275.2	ENSMUSG00000118214.2
ENSMUST00000237243.2	ENSMUSG00000024485.17
ENSMUST00000237174.2	ENSMUSG00000024485.17
ENSMUST00000236124.2	ENSMUSG00000024485.17
ENSMUST00000236779.2	ENSMUSG00000024485.17
ENSMUST00000238191.2	ENSMUSG00000024485.17
ENSMUST00000235181.2	ENSMUSG00000024485.17
ENSMUST00000074298.13	ENSMUSG00000024485.17
ENSMUST00000115694.3	ENSMUSG00000024485.17
ENSMUST00000236126.2	ENSMUSG00000024485.17
ENSMUST00000237595.2	ENSMUSG00000024485.17
ENSMUST00000235848.2	ENSMUSG00000024485.17
ENSMUST00000235382.2	ENSMUSG00000024485.17
ENSMUST00000134146.8	ENSMUSG00000024483.20
ENSMUST00000006205.14	ENSMUSG00000024483.20
ENSMUST00000155329.9	ENSMUSG00000024483.20
ENSMUST00000143966.2	ENSMUSG00000024483.20
ENSMUST00000152060.8	ENSMUSG00000024483.20
ENSMUST00000142780.2	ENSMUSG00000024483.20
ENSMUST00000153606.2	ENSMUSG00000085172.2
ENSMUST00000136030.2	ENSMUSG00000024483.20
ENSMUST00000156424.2	ENSMUSG00000024483.20
ENSMUST00000130035.8	ENSMUSG00000024483.20
ENSMUST00000153612.2	ENSMUSG00000024483.20
ENSMUST00000152940.2	ENSMUSG00000024483.20
ENSMUST00000037072.11	ENSMUSG00000024483.20
ENSMUST00000140061.8	ENSMUSG00000117942.2
ENSMUST00000116653.3	ENSMUSG00000024483.20
ENSMUST00000036765.8	ENSMUSG00000090264.2
ENSMUST00000186538.7	ENSMUSG00000033272.13
ENSMUST00000050476.11	ENSMUSG00000033272.13
ENSMUST00000170288.2	ENSMUSG00000033272.13
ENSMUST00000168343.8	ENSMUSG00000033272.13
ENSMUST00000036158.7	ENSMUSG00000033272.13
ENSMUST00000185899.2	ENSMUSG00000033272.13
ENSMUST00000237727.2	ENSMUSG00000006850.9
ENSMUST00000007046.9	ENSMUSG00000006850.9
ENSMUST00000237870.2	ENSMUSG00000006850.9
ENSMUST00000237079.2	ENSMUSG00000006850.9
ENSMUST00000237255.2	ENSMUSG00000006850.9
ENSMUST00000237559.2	ENSMUSG00000006850.9
ENSMUST00000007042.6	ENSMUSG00000024474.8
ENSMUST00000235165.2	ENSMUSG00000024474.8
ENSMUST00000224284.3	ENSMUSG00000024474.8
ENSMUST00000236760.2	ENSMUSG00000024474.8
ENSMUST00000235721.2	ENSMUSG00000024474.8
ENSMUST00000237774.2	ENSMUSG00000024474.8
ENSMUST00000237095.2	ENSMUSG00000024474.8
ENSMUST00000235693.2	ENSMUSG00000024474.8
ENSMUST00000237809.2	ENSMUSG00000024474.8
ENSMUST00000049323.9	ENSMUSG00000042660.9
ENSMUST00000236324.2	ENSMUSG00000042660.9
ENSMUST00000235748.2	ENSMUSG00000042660.9
ENSMUST00000134122.8	ENSMUSG00000019143.16
ENSMUST00000152954.8	ENSMUSG00000019143.16
ENSMUST00000019287.9	ENSMUSG00000019143.16
ENSMUST00000145876.2	ENSMUSG00000019143.16
ENSMUST00000131952.2	ENSMUSG00000019143.16
ENSMUST00000155842.2	ENSMUSG00000019143.16
ENSMUST00000124204.2	ENSMUSG00000019143.16
ENSMUST00000001419.10	ENSMUSG00000001383.10
ENSMUST00000235399.2	ENSMUSG00000001383.10
ENSMUST00020181660.1	ENSMUSG00002074846.1
ENSMUST00000180647.2	ENSMUSG00000063514.4
ENSMUST00000193839.6	ENSMUSG00000103442.6
ENSMUST00000070797.7	ENSMUSG00000103442.6
ENSMUST00000115662.9	ENSMUSG00000104148.6
ENSMUST00000195590.2	ENSMUSG00000104148.6
ENSMUST00000192503.2	ENSMUSG00000102312.2
ENSMUST00000192512.6	ENSMUSG00000104252.6
ENSMUST00000194235.2	ENSMUSG00000104252.6
ENSMUST00000192295.2	ENSMUSG00000104252.6
ENSMUST00000115661.5	ENSMUSG00000103458.2
ENSMUST00000192168.2	ENSMUSG00000103092.2
ENSMUST00000193777.6	ENSMUSG00000103707.6
ENSMUST00000193389.2	ENSMUSG00000103707.6
ENSMUST00000194751.2	ENSMUSG00000103707.6
ENSMUST00000194544.2	ENSMUSG00000102836.2
ENSMUST00000192631.2	ENSMUSG00000104318.2
ENSMUST00000193984.2	ENSMUSG00000103125.2
ENSMUST00000194501.2	ENSMUSG00000104240.2
ENSMUST00000194038.2	ENSMUSG00000103800.2
ENSMUST00000115659.6	ENSMUSG00000103770.2
ENSMUST00000115658.6	ENSMUSG00000007440.11
ENSMUST00000194050.2	ENSMUSG00000102206.6
ENSMUST00000194691.2	ENSMUSG00000102206.6
ENSMUST00000115657.10	ENSMUSG00000102206.6
ENSMUST00000192447.6	ENSMUSG00000102206.6
ENSMUST00000193856.2	ENSMUSG00000102206.6
ENSMUST00000195341.2	ENSMUSG00000103601.2
ENSMUST00000047614.4	ENSMUSG00000103310.2
ENSMUST00000193299.2	ENSMUSG00000102232.2
ENSMUST00000194575.2	ENSMUSG00000102232.2
ENSMUST00000007584.4	ENSMUSG00000103255.2
ENSMUST00000047479.3	ENSMUSG00000102697.2
ENSMUST00000052366.5	ENSMUSG00000051663.5
ENSMUST00000056522.5	ENSMUSG00000051599.5
ENSMUST00000193137.2	ENSMUSG00000051599.5
ENSMUST00000051754.2	ENSMUSG00000045498.2
ENSMUST00000193025.2	ENSMUSG00000104264.2
ENSMUST00000056712.4	ENSMUSG00000045689.4
ENSMUST00000078271.4	ENSMUSG00000063687.4
ENSMUST00000194655.2	ENSMUSG00000051678.5
ENSMUST00000061717.4	ENSMUSG00000051678.5
ENSMUST00000053037.5	ENSMUSG00000045062.5
ENSMUST00000192867.2	ENSMUSG00000045876.5
ENSMUST00000051163.3	ENSMUSG00000045876.5
ENSMUST00000057228.2	ENSMUSG00000051242.2
ENSMUST00000051126.4	ENSMUSG00000045657.4
ENSMUST00000053073.6	ENSMUSG00000051486.6
ENSMUST00000193629.2	ENSMUSG00000103483.2
ENSMUST00000055495.6	ENSMUSG00000043458.6
ENSMUST00000056915.3	ENSMUSG00000047307.3
ENSMUST00000052387.5	ENSMUSG00000044043.5
ENSMUST00000050034.3	ENSMUSG00000047033.3
ENSMUST00000051442.7	ENSMUSG00000047910.7
ENSMUST00000053856.6	ENSMUSG00000046387.6
ENSMUST00000055949.4	ENSMUSG00000048347.6
ENSMUST00000059571.7	ENSMUSG00000043313.7
ENSMUST00000052179.8	ENSMUSG00000046191.8
ENSMUST00000061405.6	ENSMUSG00000044022.6
ENSMUST00000192409.2	ENSMUSG00000073591.5
ENSMUST00000097609.3	ENSMUSG00000073591.5
ENSMUST00000191880.2	ENSMUSG00000104225.2
ENSMUST00000192137.2	ENSMUSG00000073590.4
ENSMUST00000097608.3	ENSMUSG00000073590.4
ENSMUST00000194888.2	ENSMUSG00000103144.2
ENSMUST00000194190.2	ENSMUSG00000103144.2
ENSMUST00000193869.2	ENSMUSG00000103332.2
ENSMUST00000073447.8	ENSMUSG00000104346.2
ENSMUST00000192931.2	ENSMUSG00000103037.2
ENSMUST00000195624.2	ENSMUSG00000103037.2
ENSMUST00000194418.2	ENSMUSG00000103677.2
ENSMUST00000195163.2	ENSMUSG00000103677.2
ENSMUST00000195112.2	ENSMUSG00000102748.2
ENSMUST00000193631.2	ENSMUSG00000102748.2
ENSMUST00000193414.2	ENSMUSG00000103567.2
ENSMUST00000239033.2	ENSMUSG00000118501.2
ENSMUST00000157868.3	ENSMUSG00000088493.3
ENSMUST00000195823.2	ENSMUSG00000103793.2
ENSMUST00000192511.2	ENSMUSG00000103472.2
ENSMUST00000193476.2	ENSMUSG00000103472.2
ENSMUST00000195363.2	ENSMUSG00000103585.2
ENSMUST00000195069.2	ENSMUSG00000103585.2
ENSMUST00000066149.9	ENSMUSG00000103897.2
ENSMUST00000192535.2	ENSMUSG00000103749.2
ENSMUST00000193006.2	ENSMUSG00000103749.2
ENSMUST00000091935.7	ENSMUSG00000102440.2
ENSMUST00000194814.2	ENSMUSG00000102440.2
ENSMUST00000003599.9	ENSMUSG00000103088.2
ENSMUST00000193404.2	ENSMUSG00000102222.2
ENSMUST00000194928.2	ENSMUSG00000104063.2
ENSMUST00000061279.10	ENSMUSG00000102742.2
ENSMUST00000195764.2	ENSMUSG00000103081.4
ENSMUST00000044851.8	ENSMUSG00000102428.2
ENSMUST00000193045.2	ENSMUSG00000102428.2
ENSMUST00000194447.2	ENSMUSG00000102918.2
ENSMUST00000076807.7	ENSMUSG00000102918.2
ENSMUST00000192103.2	ENSMUSG00000102918.2
ENSMUST00000066140.13	ENSMUSG00000023036.15
ENSMUST00000195239.2	ENSMUSG00000023036.15
ENSMUST00000193222.2	ENSMUSG00000023036.15
ENSMUST00000055935.11	ENSMUSG00000102543.6
ENSMUST00000193890.2	ENSMUSG00000102543.6
ENSMUST00000193941.2	ENSMUSG00000102543.6
ENSMUST00000192875.2	ENSMUSG00000102543.6
ENSMUST00000192984.6	ENSMUSG00000102828.6
ENSMUST00000192109.6	ENSMUSG00000102828.6
ENSMUST00000192861.6	ENSMUSG00000102828.6
ENSMUST00000194068.6	ENSMUSG00000102828.6
ENSMUST00000194980.2	ENSMUSG00000102828.6
ENSMUST00000236273.2	ENSMUSG00000117686.2
ENSMUST00000163128.9	ENSMUSG00000044024.17
ENSMUST00000168056.9	ENSMUSG00000044024.17
ENSMUST00000176902.8	ENSMUSG00000044024.17
ENSMUST00000176104.8	ENSMUSG00000044024.17
ENSMUST00000070709.9	ENSMUSG00000044024.17
ENSMUST00000177058.8	ENSMUSG00000044024.17
ENSMUST00000169360.9	ENSMUSG00000044024.17
ENSMUST00000163591.9	ENSMUSG00000044024.17
ENSMUST00000091932.12	ENSMUSG00000044024.17
ENSMUST00000169498.3	ENSMUSG00000044024.17
ENSMUST00000235611.2	ENSMUSG00000044024.17
ENSMUST00000237652.2	ENSMUSG00000044024.17
ENSMUST00000164499.2	ENSMUSG00000044024.17
ENSMUST00000166531.2	ENSMUSG00000044024.17
ENSMUST00000236289.2	ENSMUSG00000044024.17
ENSMUST00000236681.2	ENSMUSG00000118056.2
ENSMUST00000160935.2	ENSMUSG00000089983.3
ENSMUST00000236988.2	ENSMUSG00000089983.3
ENSMUST00000085340.7	ENSMUSG00000066475.7
ENSMUST00000236994.2	ENSMUSG00000024442.7
ENSMUST00000025314.7	ENSMUSG00000024442.7
ENSMUST00000236927.2	ENSMUSG00000024442.7
ENSMUST00000236078.2	ENSMUSG00000024442.7
ENSMUST00000235762.2	ENSMUSG00000024442.7
ENSMUST00000235904.2	ENSMUSG00000024442.7
ENSMUST00000236841.2	ENSMUSG00000024442.7
ENSMUST00000235812.2	ENSMUSG00000060450.15
ENSMUST00000170811.8	ENSMUSG00000060450.15
ENSMUST00000072376.13	ENSMUSG00000060450.15
ENSMUST00000238031.2	ENSMUSG00000060450.15
ENSMUST00000237903.2	ENSMUSG00000060450.15
ENSMUST00000236116.2	ENSMUSG00000060450.15
ENSMUST00000236353.2	ENSMUSG00000060450.15
ENSMUST00000237824.2	ENSMUSG00000060450.15
ENSMUST00000236982.2	ENSMUSG00000060450.15
ENSMUST00000235549.2	ENSMUSG00000060450.15
ENSMUST00000236690.2	ENSMUSG00000060450.15
ENSMUST00000236032.2	ENSMUSG00000060450.15
ENSMUST00000236649.2	ENSMUSG00000060450.15
ENSMUST00000237416.2	ENSMUSG00000060450.15
ENSMUST00000237089.2	ENSMUSG00000060450.15
ENSMUST00000237211.2	ENSMUSG00000060450.15
ENSMUST00000171461.3	ENSMUSG00000060450.15
ENSMUST00000235811.2	ENSMUSG00000060450.15
ENSMUST00000236319.2	ENSMUSG00000060450.15
ENSMUST00000235491.2	ENSMUSG00000060450.15
ENSMUST00000158671.3	ENSMUSG00000089296.3
ENSMUST00000237667.2	ENSMUSG00000060450.15
ENSMUST00000236052.2	ENSMUSG00000024425.5
ENSMUST00000236085.2	ENSMUSG00000024425.5
ENSMUST00000236803.2	ENSMUSG00000024425.5
ENSMUST00000025293.5	ENSMUSG00000024425.5
ENSMUST00000235458.2	ENSMUSG00000024425.5
ENSMUST00000236480.2	ENSMUSG00000024425.5
ENSMUST00000236171.2	ENSMUSG00000024425.5
ENSMUST00000238135.2	ENSMUSG00000024425.5
ENSMUST00000236625.2	ENSMUSG00000118296.2
ENSMUST00000145090.8	ENSMUSG00000118257.2
ENSMUST00000127448.8	ENSMUSG00000118257.2
ENSMUST00000149112.2	ENSMUSG00000118257.2
ENSMUST00000134388.2	ENSMUSG00000118257.2
ENSMUST00000148850.8	ENSMUSG00000118193.2
ENSMUST00000190667.2	ENSMUSG00000099488.2
ENSMUST00000115580.3	ENSMUSG00000117994.2
ENSMUST00000187912.2	ENSMUSG00000117994.2
ENSMUST00000156167.2	ENSMUSG00000117994.2
ENSMUST00000115574.2	ENSMUSG00000036452.19
ENSMUST00000097593.9	ENSMUSG00000036452.19
ENSMUST00000137497.9	ENSMUSG00000036452.19
ENSMUST00000155576.8	ENSMUSG00000036452.19
ENSMUST00000123820.2	ENSMUSG00000036452.19
ENSMUST00000154551.8	ENSMUSG00000036452.19
ENSMUST00000148399.2	ENSMUSG00000036452.19
ENSMUST00000235817.2	ENSMUSG00000036452.19
ENSMUST00000141058.8	ENSMUSG00000036452.19
ENSMUST00000151757.8	ENSMUSG00000036452.19
ENSMUST00000235660.2	ENSMUSG00000036452.19
ENSMUST00000133247.2	ENSMUSG00000036452.19
ENSMUST00000237284.2	ENSMUSG00000118117.2
ENSMUST00000236724.2	ENSMUSG00000117983.2
ENSMUST00000063219.3	ENSMUSG00000051732.3
ENSMUST00000237035.2	ENSMUSG00000117838.2
ENSMUST00000096572.2	ENSMUSG00000051401.8
ENSMUST00000236889.2	ENSMUSG00000051401.8
ENSMUST00000091927.5	ENSMUSG00000051401.8
ENSMUST00000235241.2	ENSMUSG00000051401.8
ENSMUST00000235668.2	ENSMUSG00000117943.2
ENSMUST00000236301.2	ENSMUSG00000051401.8
ENSMUST00000238039.2	ENSMUSG00000051401.8
ENSMUST00000237456.2	ENSMUSG00000051401.8
ENSMUST00000237764.2	ENSMUSG00000051401.8
ENSMUST00000237805.2	ENSMUSG00000051401.8
ENSMUST00000236525.2	ENSMUSG00000051401.8
ENSMUST00000237191.2	ENSMUSG00000118202.2
ENSMUST00000237626.2	ENSMUSG00000117847.2
ENSMUST00000180504.2	ENSMUSG00000095150.4
ENSMUST00000236004.2	ENSMUSG00000118091.2
ENSMUST00000237940.2	ENSMUSG00000117708.2
ENSMUST00000072008.11	ENSMUSG00000057719.12
ENSMUST00000074679.4	ENSMUSG00000057719.12
ENSMUST00000132681.8	ENSMUSG00000057719.12
ENSMUST00000128066.2	ENSMUSG00000057719.12
ENSMUST00000237344.2	ENSMUSG00000057719.12
ENSMUST00000236947.2	ENSMUSG00000057719.12
ENSMUST00000041389.9	ENSMUSG00000034339.9
ENSMUST00000236748.2	ENSMUSG00000117753.2
ENSMUST00000091925.6	ENSMUSG00000096699.2
ENSMUST00000046972.14	ENSMUSG00000024491.17
ENSMUST00000091920.6	ENSMUSG00000024491.17
ENSMUST00000236240.2	ENSMUSG00000024491.17
ENSMUST00000237086.2	ENSMUSG00000024491.17
ENSMUST00000237798.2	ENSMUSG00000024491.17
ENSMUST00000025374.4	ENSMUSG00000024497.5
ENSMUST00000237247.2	ENSMUSG00000024497.5
ENSMUST00000080097.7	ENSMUSG00000056849.7
ENSMUST00000237473.2	ENSMUSG00000118058.2
ENSMUST00000237602.2	ENSMUSG00000024498.17
ENSMUST00000236088.2	ENSMUSG00000024498.17
ENSMUST00000025375.15	ENSMUSG00000024498.17
ENSMUST00000173642.2	ENSMUSG00000024498.17
ENSMUST00000237390.2	ENSMUSG00000024498.17
ENSMUST00000236418.2	ENSMUSG00000024498.17
ENSMUST00000236446.2	ENSMUSG00000024498.17
ENSMUST00000237646.2	ENSMUSG00000024498.17
ENSMUST00000236856.2	ENSMUSG00000024498.17
ENSMUST00000237901.2	ENSMUSG00000024498.17
ENSMUST00000237162.2	ENSMUSG00000024498.17
ENSMUST00000235923.2	ENSMUSG00000117719.2
ENSMUST00000151215.2	ENSMUSG00000084959.2
ENSMUST00000062242.7	ENSMUSG00000048188.7
ENSMUST00000045477.6	ENSMUSG00000039954.10
ENSMUST00000237797.2	ENSMUSG00000039954.10
ENSMUST00000236899.2	ENSMUSG00000039954.10
ENSMUST00000235682.2	ENSMUSG00000039954.10
ENSMUST00000180600.2	ENSMUSG00000097891.2
ENSMUST00000187157.7	ENSMUSG00000038791.15
ENSMUST00000043803.13	ENSMUSG00000038791.15
ENSMUST00000189750.2	ENSMUSG00000038791.15
ENSMUST00000237459.2	ENSMUSG00000117902.2
ENSMUST00000237193.2	ENSMUSG00000118043.2
ENSMUST00000236394.2	ENSMUSG00000118006.2
ENSMUST00000069245.8	ENSMUSG00000055561.10
ENSMUST00000060328.9	ENSMUSG00000051050.11
ENSMUST00000237843.2	ENSMUSG00000051050.11
ENSMUST00000162265.3	ENSMUSG00000051050.11
ENSMUST00000237259.2	ENSMUSG00000118199.2
ENSMUST00000068473.4	ENSMUSG00000055095.4
ENSMUST00000236634.2	ENSMUSG00000055095.4
ENSMUST00000235436.2	ENSMUSG00000055095.4
ENSMUST00000237636.2	ENSMUSG00000055095.4
ENSMUST00000081271.7	ENSMUSG00000061144.7
ENSMUST00000239465.2	ENSMUSG00000061144.7
ENSMUST00000212114.2	ENSMUSG00000110628.2
ENSMUST00000097586.3	ENSMUSG00000073572.3
ENSMUST00000042747.4	ENSMUSG00000038071.4
ENSMUST00000236086.2	ENSMUSG00000117919.2
ENSMUST00000025349.12	ENSMUSG00000024471.13
ENSMUST00000115498.2	ENSMUSG00000024471.13
ENSMUST00000202306.2	ENSMUSG00000024472.10
ENSMUST00000025350.10	ENSMUSG00000024472.10
ENSMUST00000181094.2	ENSMUSG00000097610.3
ENSMUST00000202771.2	ENSMUSG00000097610.3
ENSMUST00000237858.2	ENSMUSG00000117832.2
ENSMUST00000201793.2	ENSMUSG00000107325.2
ENSMUST00000037763.11	ENSMUSG00000034653.12
ENSMUST00000201099.2	ENSMUSG00000034653.12
ENSMUST00000201507.2	ENSMUSG00000034653.12
ENSMUST00000202176.2	ENSMUSG00000034653.12
ENSMUST00000238022.2	ENSMUSG00000118013.2
ENSMUST00000236528.2	ENSMUSG00000118188.2
ENSMUST00000237199.2	ENSMUSG00000118143.2
ENSMUST00000183623.2	ENSMUSG00000054477.17
ENSMUST00000183850.8	ENSMUSG00000054477.17
ENSMUST00000066890.14	ENSMUSG00000054477.17
ENSMUST00000184101.8	ENSMUSG00000054477.17
ENSMUST00000183897.8	ENSMUSG00000054477.17
ENSMUST00000167895.2	ENSMUSG00000054477.17
ENSMUST00000211323.3	ENSMUSG00000054477.17
ENSMUST00000169783.2	ENSMUSG00000054477.17
ENSMUST00000235217.2	ENSMUSG00000054477.17
ENSMUST00000236405.2	ENSMUSG00000054477.17
ENSMUST00000237088.2	ENSMUSG00000118037.2
ENSMUST00000158024.3	ENSMUSG00000088649.3
ENSMUST00000240323.1	ENSMUSG00000119698.1
ENSMUST00000195587.2	ENSMUSG00000103616.2
ENSMUST00000235462.2	ENSMUSG00000118116.2
ENSMUST00000238168.2	ENSMUSG00000057561.11
ENSMUST00000078079.11	ENSMUSG00000057561.11
ENSMUST00000168382.2	ENSMUSG00000057561.11
ENSMUST00000235849.2	ENSMUSG00000057561.11
ENSMUST00000235973.2	ENSMUSG00000057561.11
ENSMUST00000235455.2	ENSMUSG00000057561.11
ENSMUST00000237478.2	ENSMUSG00000057561.11
ENSMUST00000236497.2	ENSMUSG00000057561.11
ENSMUST00000236340.2	ENSMUSG00000117780.2
ENSMUST00000025357.9	ENSMUSG00000024480.10
ENSMUST00000225520.2	ENSMUSG00000024480.10
ENSMUST00000226108.2	ENSMUSG00000024480.10
ENSMUST00000224622.2	ENSMUSG00000024480.10
ENSMUST00000225415.2	ENSMUSG00000024480.10
ENSMUST00000234998.2	ENSMUSG00000024480.10
